"","normal_1","normal_2","normal_3","fibrosis_1","fibrosis_2","fibrosis_3","fibrosis_4"
"ENSMUSG00000049972",0,0,0,0,0,0,0
"ENSMUSG00000081166",0,0,0,0,0,0,0
"ENSMUSG00000083599",0,0,0,1,0,1,2
"ENSMUSG00000034359",0,0,0,2,0,0,0
"ENSMUSG00000083753",0,0,0,0,0,0,0
"ENSMUSG00000096564",0,0,0,0,0,0,0
"ENSMUSG00000081066",0,0,0,0,0,0,0
"ENSMUSG00000048766",0,0,0,0,0,0,0
"ENSMUSG00000087194",0,0,0,0,0,0,0
"ENSMUSG00000085878",0,0,0,0,0,0,0
"ENSMUSG00000083011",1,0,2,5,2,4,3
"ENSMUSG00000082678",1,1,1,2,0,0,0
"ENSMUSG00000083384",0,0,0,0,0,0,0
"ENSMUSG00000078598",0,0,0,1,0,0,0
"ENSMUSG00000080696",0,0,0,0,0,0,0
"ENSMUSG00000057977",0,0,0,0,0,0,0
"ENSMUSG00000082825",0,0,0,0,0,0,0
"ENSMUSG00000070867",3919,4332,4102,1926,2398,1839,1974
"ENSMUSG00000100998",0,1,0,0,1,1,0
"ENSMUSG00000085870",10,5,9,6,6,2,2
"ENSMUSG00000085323",1,0,1,0,0,0,0
"ENSMUSG00000055198",0,1,0,1,0,0,0
"ENSMUSG00000087923",0,0,0,0,0,0,0
"ENSMUSG00000055210",30,28,32,45,47,75,31
"ENSMUSG00000085399",85,40,81,143,101,108,88
"ENSMUSG00000044518",0,0,0,0,1,0,0
"ENSMUSG00000028719",2908,2662,3178,2312,2508,2119,2180
"ENSMUSG00000065047",2,4,5,1,2,4,1
"ENSMUSG00000028718",12,6,27,138,74,73,121
"ENSMUSG00000028717",59,44,88,129,113,123,94
"ENSMUSG00000028716",16820,13903,18559,7006,10274,7853,7364
"ENSMUSG00000047155",1,0,3,1,3,5,7
"ENSMUSG00000086896",0,0,0,0,0,0,0
"ENSMUSG00000081823",0,0,0,0,0,1,0
"ENSMUSG00000082889",0,0,0,0,0,0,0
"ENSMUSG00000081138",0,0,0,0,0,1,2
"ENSMUSG00000083138",0,0,0,0,0,0,0
"ENSMUSG00000066071",453,105,112,775,981,492,744
"ENSMUSG00000083190",0,4,0,3,13,5,6
"ENSMUSG00000078597",122,14,26,532,295,391,352
"ENSMUSG00000084415",0,0,0,0,0,0,0
"ENSMUSG00000084346",0,1,0,6,6,10,7
"ENSMUSG00000080142",0,0,0,4,1,0,0
"ENSMUSG00000086724",0,2,1,2,1,3,1
"ENSMUSG00000028715",19333,10128,16575,940,924,505,3691
"ENSMUSG00000066072",10740,14563,13009,935,2359,831,3167
"ENSMUSG00000081006",0,0,0,0,0,0,0
"ENSMUSG00000028712",10659,3054,12400,1070,1066,1079,2261
"ENSMUSG00000083457",0,18,2,0,1,4,0
"ENSMUSG00000063929",8,44,16,4,3,8,17
"ENSMUSG00000028713",12314,7430,7444,469,1812,979,1194
"ENSMUSG00000082043",3,5,5,3,4,4,4
"ENSMUSG00000081172",0,0,0,0,0,0,0
"ENSMUSG00000034210",1723,1297,1821,1682,1733,1632,1374
"ENSMUSG00000044556",8,11,13,11,13,15,18
"ENSMUSG00000028710",349,254,361,240,206,223,172
"ENSMUSG00000085249",1,0,2,0,2,0,0
"ENSMUSG00000028709",322,282,405,642,644,620,440
"ENSMUSG00000028708",531,438,644,890,863,888,757
"ENSMUSG00000100081",0,0,0,0,0,0,0
"ENSMUSG00000073774",2,7,4,0,3,1,1
"ENSMUSG00000034185",0,0,0,0,0,0,0
"ENSMUSG00000028707",1,0,0,0,0,0,0
"ENSMUSG00000034171",1819,1497,1847,1365,1978,1972,1271
"ENSMUSG00000028706",623,623,745,646,724,623,492
"ENSMUSG00000063882",8683,8411,9467,4700,6723,5192,4658
"ENSMUSG00000078238",13,23,12,17,22,29,16
"ENSMUSG00000028703",634,491,741,834,865,877,720
"ENSMUSG00000028702",30,19,46,192,186,145,130
"ENSMUSG00000028700",1739,1578,2181,1479,1664,1421,1196
"ENSMUSG00000028701",553,381,630,528,753,571,427
"ENSMUSG00000028699",1940,1464,2015,839,1178,577,959
"ENSMUSG00000078593",0,0,0,0,0,0,0
"ENSMUSG00000085920",0,0,0,0,0,1,0
"ENSMUSG00000081459",0,0,0,0,2,1,0
"ENSMUSG00000028698",719,583,952,1504,1704,1410,1025
"ENSMUSG00000003810",2498,2038,2813,2476,2938,2460,2182
"ENSMUSG00000082592",0,0,0,0,0,2,0
"ENSMUSG00000028696",380,281,388,242,268,230,174
"ENSMUSG00000055900",356,262,410,289,312,300,247
"ENSMUSG00000087299",0,0,2,0,0,1,0
"ENSMUSG00000034042",1987,1485,2079,1779,2052,1998,1543
"ENSMUSG00000085408",56,40,53,35,39,49,35
"ENSMUSG00000034035",130,127,185,135,150,163,109
"ENSMUSG00000028693",724,575,767,1480,1303,1362,1064
"ENSMUSG00000028692",41626,35812,51585,17577,18568,16892,16293
"ENSMUSG00000065185",0,0,0,0,0,0,0
"ENSMUSG00000028691",13118,15182,19597,12978,9561,12226,8465
"ENSMUSG00000028690",741,707,945,465,518,462,328
"ENSMUSG00000028689",196,245,352,448,210,405,165
"ENSMUSG00000033985",515,347,574,274,303,242,258
"ENSMUSG00000098491",0,0,0,0,0,0,0
"ENSMUSG00000028688",176,224,304,343,318,351,285
"ENSMUSG00000028687",43,51,70,117,88,107,66
"ENSMUSG00000043155",35,43,50,28,32,22,32
"ENSMUSG00000086417",15,6,12,17,15,23,4
"ENSMUSG00000075390",0,0,0,0,0,0,0
"ENSMUSG00000082841",0,0,0,0,0,0,0
"ENSMUSG00000082063",19,31,24,16,17,10,10
"ENSMUSG00000033948",553,420,607,379,486,340,394
"ENSMUSG00000088845",0,0,0,0,0,0,0
"ENSMUSG00000088902",0,0,0,0,0,0,0
"ENSMUSG00000095805",0,0,1,0,0,0,0
"ENSMUSG00000082207",0,1,0,0,0,0,0
"ENSMUSG00000028684",1994,1625,1957,1559,1496,1559,1145
"ENSMUSG00000046861",1998,1605,2237,1422,1446,1281,1074
"ENSMUSG00000086890",3,5,14,8,5,14,16
"ENSMUSG00000082249",0,0,0,0,0,0,0
"ENSMUSG00000028683",329,335,373,490,517,445,377
"ENSMUSG00000088349",0,0,1,0,0,0,0
"ENSMUSG00000028681",62,73,142,369,286,347,293
"ENSMUSG00000073771",40,39,85,91,117,99,75
"ENSMUSG00000047671",0,3,2,8,2,8,4
"ENSMUSG00000028680",216,256,553,424,393,325,652
"ENSMUSG00000033872",0,0,0,2,0,0,0
"ENSMUSG00000070834",0,0,0,0,0,0,0
"ENSMUSG00000047675",5476,4935,5760,9456,9295,10534,7538
"ENSMUSG00000064542",0,0,1,1,2,3,3
"ENSMUSG00000065680",0,0,0,0,0,0,0
"ENSMUSG00000064751",0,0,0,0,0,0,0
"ENSMUSG00000092680",2,3,4,5,6,4,5
"ENSMUSG00000095209",0,0,0,0,0,0,0
"ENSMUSG00000028678",14,10,23,200,218,185,145
"ENSMUSG00000095676",1,1,1,1,1,32,1
"ENSMUSG00000094405",0,0,0,2,0,5,0
"ENSMUSG00000096280",0,0,0,1,0,3,0
"ENSMUSG00000060268",9,11,3,18,17,11,11
"ENSMUSG00000086482",0,0,0,0,0,0,0
"ENSMUSG00000048772",449,505,556,268,299,262,200
"ENSMUSG00000028677",1231,1069,1369,1672,1861,1934,1339
"ENSMUSG00000085749",15,12,19,12,32,13,13
"ENSMUSG00000086876",0,2,0,0,0,0,0
"ENSMUSG00000087228",0,0,0,0,0,0,0
"ENSMUSG00000083446",0,0,0,0,0,0,0
"ENSMUSG00000033423",1112,993,1238,1728,1854,1973,1326
"ENSMUSG00000087807",0,0,0,0,0,0,0
"ENSMUSG00000009640",424,390,508,734,663,729,476
"ENSMUSG00000086320",0,0,2,3,1,1,2
"ENSMUSG00000108127",0,0,0,0,0,0,0
"ENSMUSG00000084260",10,5,9,2,4,4,9
"ENSMUSG00000048626",0,0,0,0,0,0,0
"ENSMUSG00000083507",0,0,0,1,0,0,0
"ENSMUSG00000028542",257,141,208,205,249,204,193
"ENSMUSG00000091237",0,0,0,0,0,0,0
"ENSMUSG00000078588",2,5,11,3,12,13,9
"ENSMUSG00000028541",103,103,166,586,635,573,377
"ENSMUSG00000085278",0,0,0,0,2,0,1
"ENSMUSG00000033379",3207,3094,3899,3092,3531,3592,2786
"ENSMUSG00000028540",175,159,170,294,341,334,258
"ENSMUSG00000033365",1331,1032,1495,1457,1539,1488,1167
"ENSMUSG00000028539",39,23,45,61,63,54,55
"ENSMUSG00000028538",1505,1366,1717,1765,1529,1734,1194
"ENSMUSG00000086554",4,4,3,24,8,28,16
"ENSMUSG00000033326",1748,1338,2078,3413,3094,3349,2523
"ENSMUSG00000088303",0,0,0,2,2,1,0
"ENSMUSG00000033295",9296,4936,10153,7270,8758,7159,6112
"ENSMUSG00000098596",0,0,0,0,0,0,0
"ENSMUSG00000006395",1293,1140,1356,703,1093,878,668
"ENSMUSG00000033253",1532,1058,1870,1608,1747,1615,1277
"ENSMUSG00000006392",718,723,859,994,1034,946,860
"ENSMUSG00000006390",3319,2759,3438,2711,3078,2793,2458
"ENSMUSG00000006398",30,46,60,203,302,336,209
"ENSMUSG00000081921",0,0,0,0,0,2,0
"ENSMUSG00000006389",0,0,3,2,2,2,2
"ENSMUSG00000033191",1173,935,1650,1216,1212,1430,1284
"ENSMUSG00000080857",0,0,0,0,0,0,0
"ENSMUSG00000081233",2,4,2,1,0,6,0
"ENSMUSG00000028536",1745,1638,2172,401,848,448,450
"ENSMUSG00000050854",468,597,544,181,314,210,220
"ENSMUSG00000028730",3,2,4,8,8,7,5
"ENSMUSG00000028729",992,856,1116,1455,1454,1351,1215
"ENSMUSG00000085292",0,0,0,0,0,1,0
"ENSMUSG00000043698",0,0,0,0,0,0,0
"ENSMUSG00000086521",0,0,2,0,0,0,0
"ENSMUSG00000043383",0,1,1,0,3,0,1
"ENSMUSG00000046790",0,0,0,0,0,0,0
"ENSMUSG00000070821",0,0,0,0,0,0,0
"ENSMUSG00000070820",0,0,0,0,0,0,0
"ENSMUSG00000095218",0,0,0,0,0,0,1
"ENSMUSG00000061075",0,0,0,0,0,0,0
"ENSMUSG00000081474",0,0,0,0,0,0,0
"ENSMUSG00000066061",0,0,0,0,0,0,0
"ENSMUSG00000073770",0,0,0,0,0,0,0
"ENSMUSG00000083336",0,0,0,0,0,0,0
"ENSMUSG00000073769",0,0,0,0,0,0,0
"ENSMUSG00000073768",0,0,0,0,0,0,0
"ENSMUSG00000096705",0,0,0,0,0,0,0
"ENSMUSG00000096368",0,0,0,0,0,0,0
"ENSMUSG00000084133",0,0,0,0,0,0,0
"ENSMUSG00000073765",0,0,0,0,0,0,0
"ENSMUSG00000024903",0,0,0,0,0,0,0
"ENSMUSG00000085895",0,0,0,0,0,0,0
"ENSMUSG00000089591",0,0,0,0,0,0,0
"ENSMUSG00000087238",0,0,0,0,0,0,0
"ENSMUSG00000082143",1,3,2,3,1,0,1
"ENSMUSG00000087464",0,0,0,4,0,0,0
"ENSMUSG00000066060",7,1,1,0,10,3,4
"ENSMUSG00000028645",2123,1783,2813,1448,2451,1877,1981
"ENSMUSG00000088552",3,0,0,0,0,0,0
"ENSMUSG00000086683",4,2,5,0,3,3,2
"ENSMUSG00000085505",2,1,3,1,8,0,1
"ENSMUSG00000045268",545,367,528,434,570,564,381
"ENSMUSG00000028644",9,10,7,28,20,16,16
"ENSMUSG00000028643",293,308,387,644,593,832,394
"ENSMUSG00000078584",568,506,762,604,756,711,474
"ENSMUSG00000028642",6,0,8,4,9,10,4
"ENSMUSG00000085626",0,0,0,0,0,0,0
"ENSMUSG00000028641",536,443,704,1332,1346,1280,890
"ENSMUSG00000085203",67,78,72,7,19,24,10
"ENSMUSG00000066058",2885,2279,2917,1391,3143,1980,1405
"ENSMUSG00000028639",12115,11027,13672,12855,15208,12598,9839
"ENSMUSG00000102819",0,0,1,1,0,1,0
"ENSMUSG00000060288",268,243,242,340,337,298,201
"ENSMUSG00000028637",95,70,122,205,246,202,130
"ENSMUSG00000083836",4,5,2,8,6,6,6
"ENSMUSG00000028636",584,599,615,410,464,449,358
"ENSMUSG00000070806",29,30,70,22,27,10,11
"ENSMUSG00000048899",63,54,119,85,87,63,37
"ENSMUSG00000082009",0,0,0,0,0,0,0
"ENSMUSG00000082814",0,1,1,0,1,2,0
"ENSMUSG00000080773",3,3,6,1,2,0,1
"ENSMUSG00000084379",1,0,1,2,0,0,0
"ENSMUSG00000094494",1,0,0,0,0,0,0
"ENSMUSG00000087385",207,137,269,122,163,120,102
"ENSMUSG00000032998",1057,727,1207,967,1028,932,840
"ENSMUSG00000081678",0,0,1,0,0,1,0
"ENSMUSG00000023247",102,75,47,104,51,84,68
"ENSMUSG00000032978",9034,9892,7925,2113,4260,3069,3169
"ENSMUSG00000028634",117,79,137,464,476,443,398
"ENSMUSG00000028635",0,0,0,3,0,0,0
"ENSMUSG00000052135",14,6,6,18,14,20,6
"ENSMUSG00000084929",0,0,0,1,0,0,0
"ENSMUSG00000000085",696,667,787,1067,1040,1167,781
"ENSMUSG00000047518",5,1,0,1,10,1,4
"ENSMUSG00000028633",711,777,721,1997,2241,1788,1917
"ENSMUSG00000091297",1,5,3,8,17,8,11
"ENSMUSG00000086187",0,2,0,17,19,16,3
"ENSMUSG00000070803",164,152,175,60,96,94,93
"ENSMUSG00000028631",0,8,11,33,31,40,14
"ENSMUSG00000032897",1445,1215,1799,1010,1362,1089,861
"ENSMUSG00000065490",0,0,1,0,0,0,0
"ENSMUSG00000105585",0,0,0,0,0,0,0
"ENSMUSG00000065409",0,0,0,0,0,0,0
"ENSMUSG00000096876",0,0,0,0,0,0,0
"ENSMUSG00000032890",14,7,19,40,57,74,45
"ENSMUSG00000082200",0,0,0,1,0,2,0
"ENSMUSG00000089381",0,0,0,0,1,1,0
"ENSMUSG00000028629",169,185,272,526,456,541,381
"ENSMUSG00000064141",63,64,107,138,117,135,83
"ENSMUSG00000032870",984,780,1196,1451,1593,1650,1243
"ENSMUSG00000106436",0,0,0,0,0,0,0
"ENSMUSG00000028626",1,3,0,9,5,10,4
"ENSMUSG00000043207",3706,2779,4329,2790,3156,2684,2688
"ENSMUSG00000088314",0,0,0,0,0,0,0
"ENSMUSG00000088168",0,0,0,0,0,0,0
"ENSMUSG00000078577",0,0,0,0,0,0,0
"ENSMUSG00000081423",0,0,0,0,0,0,0
"ENSMUSG00000082891",0,0,0,0,0,0,0
"ENSMUSG00000081305",0,0,0,0,0,0,0
"ENSMUSG00000064547",0,0,0,0,0,0,0
"ENSMUSG00000049878",701,528,846,1183,1225,1134,1006
"ENSMUSG00000080706",0,0,0,0,0,0,0
"ENSMUSG00000073764",0,0,0,0,0,0,0
"ENSMUSG00000083941",0,0,0,0,0,0,0
"ENSMUSG00000083901",0,0,0,0,0,0,0
"ENSMUSG00000081465",0,0,0,0,0,0,0
"ENSMUSG00000081667",0,0,0,0,0,0,0
"ENSMUSG00000078576",0,0,0,0,0,0,0
"ENSMUSG00000082821",0,0,0,0,0,0,0
"ENSMUSG00000088418",0,0,0,0,0,0,0
"ENSMUSG00000078575",0,0,0,0,0,0,0
"ENSMUSG00000083615",0,0,0,0,0,0,0
"ENSMUSG00000083679",300,414,671,227,353,328,130
"ENSMUSG00000083558",0,0,0,0,0,4,1
"ENSMUSG00000083949",0,0,0,0,0,0,0
"ENSMUSG00000083867",0,0,0,0,0,0,0
"ENSMUSG00000083365",0,0,0,0,0,0,0
"ENSMUSG00000081377",0,0,0,0,0,0,0
"ENSMUSG00000084196",0,0,0,0,0,0,0
"ENSMUSG00000080871",0,0,0,0,0,0,0
"ENSMUSG00000083109",0,0,0,0,0,0,0
"ENSMUSG00000023263",0,0,0,0,0,0,0
"ENSMUSG00000084082",0,0,0,0,0,0,0
"ENSMUSG00000083494",0,0,0,0,0,0,0
"ENSMUSG00000028657",3427,2864,4070,4133,4805,3856,3654
"ENSMUSG00000028656",3675,2929,4441,7569,7649,6816,6234
"ENSMUSG00000080929",0,0,1,2,0,3,0
"ENSMUSG00000028655",2271,2429,1312,166,224,162,315
"ENSMUSG00000086443",37,36,21,5,14,2,6
"ENSMUSG00000028654",26,15,44,565,228,392,236
"ENSMUSG00000028653",362,269,338,461,481,467,373
"ENSMUSG00000086153",0,0,0,0,3,0,0
"ENSMUSG00000002384",7,1,8,15,6,3,3
"ENSMUSG00000102997",0,0,2,2,0,1,0
"ENSMUSG00000076438",1,0,0,0,0,1,0
"ENSMUSG00000028651",339,302,340,554,605,657,475
"ENSMUSG00000046093",49,62,62,435,579,362,404
"ENSMUSG00000054958",12,6,14,58,67,42,50
"ENSMUSG00000032744",134,171,239,1310,920,978,536
"ENSMUSG00000083720",0,0,0,0,1,0,0
"ENSMUSG00000011257",853,694,933,1140,1097,1220,896
"ENSMUSG00000082634",0,0,0,0,0,0,0
"ENSMUSG00000064655",0,1,5,1,1,8,2
"ENSMUSG00000065778",0,0,0,1,2,9,3
"ENSMUSG00000032726",22,16,20,9,15,7,7
"ENSMUSG00000076436",3,1,6,4,2,4,1
"ENSMUSG00000028649",8107,5278,9370,8604,8699,8197,7760
"ENSMUSG00000081528",0,2,0,0,0,1,0
"ENSMUSG00000089588",0,1,0,0,0,0,0
"ENSMUSG00000099005",1,0,0,0,0,1,0
"ENSMUSG00000081585",0,2,3,1,1,2,0
"ENSMUSG00000087307",14,5,12,14,12,6,3
"ENSMUSG00000081170",0,0,1,3,3,0,2
"ENSMUSG00000028648",347,397,468,245,268,227,229
"ENSMUSG00000023075",628,588,654,950,886,835,801
"ENSMUSG00000043333",55,37,58,282,146,196,106
"ENSMUSG00000086275",0,0,0,0,2,1,0
"ENSMUSG00000082310",0,0,0,1,0,0,1
"ENSMUSG00000073761",2,1,0,1,1,0,0
"ENSMUSG00000097337",39,35,60,62,47,60,53
"ENSMUSG00000054304",14,5,12,15,19,12,9
"ENSMUSG00000080993",0,0,0,0,0,0,0
"ENSMUSG00000028647",625,539,727,577,652,582,553
"ENSMUSG00000085875",3,3,3,3,5,3,6
"ENSMUSG00000028646",1904,1591,2144,2259,2198,1858,1855
"ENSMUSG00000096969",1,1,0,0,0,0,0
"ENSMUSG00000082515",3,1,4,0,3,4,4
"ENSMUSG00000103541",0,0,0,0,0,0,0
"ENSMUSG00000086087",0,0,0,0,0,0,0
"ENSMUSG00000086955",0,0,0,0,0,0,0
"ENSMUSG00000086978",0,0,0,0,0,0,0
"ENSMUSG00000088933",0,0,0,0,0,0,0
"ENSMUSG00000084757",0,0,0,0,0,0,0
"ENSMUSG00000098760",0,0,0,0,0,0,4
"ENSMUSG00000073759",3,3,3,3,0,2,0
"ENSMUSG00000051219",0,0,0,0,0,0,0
"ENSMUSG00000090125",0,0,0,4,0,4,3
"ENSMUSG00000028907",874,723,1051,1186,1224,1097,1023
"ENSMUSG00000088067",0,0,0,0,0,0,0
"ENSMUSG00000032643",90,69,151,254,266,272,214
"ENSMUSG00000028902",669,648,822,1237,1286,1156,998
"ENSMUSG00000083104",6,6,8,8,4,9,3
"ENSMUSG00000076271",0,1,2,0,0,3,7
"ENSMUSG00000086589",7,6,4,5,2,1,4
"ENSMUSG00000096411",0,0,0,0,0,0,0
"ENSMUSG00000028894",2393,1685,2857,1514,1817,1506,1779
"ENSMUSG00000076119",0,0,0,0,0,0,0
"ENSMUSG00000028890",650,414,722,599,731,608,582
"ENSMUSG00000084526",0,0,0,0,0,0,0
"ENSMUSG00000078570",174,198,211,169,129,197,148
"ENSMUSG00000028889",344,282,364,379,468,399,340
"ENSMUSG00000042763",6,1,3,5,5,7,8
"ENSMUSG00000028876",0,0,0,5,0,0,4
"ENSMUSG00000085263",0,0,0,0,0,0,0
"ENSMUSG00000028873",22,27,61,246,274,243,179
"ENSMUSG00000044730",259,226,371,374,457,487,351
"ENSMUSG00000087011",0,0,1,5,2,6,0
"ENSMUSG00000028871",4,0,4,4,7,18,5
"ENSMUSG00000028869",1031,866,1176,1707,1675,1632,1432
"ENSMUSG00000080934",0,0,0,0,0,0,0
"ENSMUSG00000042707",14,13,29,26,35,44,26
"ENSMUSG00000050213",447,346,492,668,634,699,570
"ENSMUSG00000086342",10,4,10,9,9,9,16
"ENSMUSG00000028863",560,439,598,993,1012,1100,757
"ENSMUSG00000042677",148,117,169,406,400,437,327
"ENSMUSG00000087010",0,0,0,0,0,0,0
"ENSMUSG00000001985",6,26,49,93,220,68,99
"ENSMUSG00000082062",0,0,1,1,1,0,0
"ENSMUSG00000094403",0,0,0,0,0,0,0
"ENSMUSG00000085562",3,1,6,8,7,14,14
"ENSMUSG00000028859",32,13,31,381,404,432,309
"ENSMUSG00000028861",1260,1312,1405,1154,1443,1198,1024
"ENSMUSG00000042616",152,148,171,271,357,290,158
"ENSMUSG00000079942",2,5,0,6,4,1,1
"ENSMUSG00000050188",219,205,308,420,407,386,250
"ENSMUSG00000042608",1995,1425,1974,1750,1993,1938,1694
"ENSMUSG00000086961",14,19,14,15,35,41,39
"ENSMUSG00000050212",486,594,661,1506,1323,1884,1201
"ENSMUSG00000073758",410,343,470,295,349,344,299
"ENSMUSG00000043962",1947,1301,2203,2524,2645,2469,2108
"ENSMUSG00000084504",1,1,1,0,1,1,0
"ENSMUSG00000028849",1089,941,1257,3017,2665,3126,2233
"ENSMUSG00000028847",1458,1383,1747,1950,1867,1954,1331
"ENSMUSG00000056174",12,7,8,372,206,227,122
"ENSMUSG00000042558",708,728,863,985,1037,1098,789
"ENSMUSG00000028845",12,9,20,71,46,103,31
"ENSMUSG00000087394",1,0,0,0,1,0,0
"ENSMUSG00000028842",827,561,899,951,959,1017,847
"ENSMUSG00000041530",1717,1233,2050,2445,2471,2652,1750
"ENSMUSG00000084099",4,4,5,8,7,14,5
"ENSMUSG00000082381",0,1,0,0,0,0,0
"ENSMUSG00000042500",219,216,300,537,457,540,360
"ENSMUSG00000083461",0,1,0,0,0,0,0
"ENSMUSG00000082888",0,0,0,0,0,1,0
"ENSMUSG00000042489",11,10,30,195,202,133,122
"ENSMUSG00000098831",0,0,0,0,0,0,0
"ENSMUSG00000081319",0,0,0,1,1,1,0
"ENSMUSG00000073755",194,201,294,571,500,498,326
"ENSMUSG00000081210",0,2,0,2,1,1,2
"ENSMUSG00000028837",2104,1844,2427,3098,3218,2907,2118
"ENSMUSG00000042477",0,0,1,2,2,2,1
"ENSMUSG00000028833",892,676,932,1133,1345,1333,974
"ENSMUSG00000028830",3314,2388,3540,2241,2788,2310,2189
"ENSMUSG00000082498",0,0,0,0,0,0,1
"ENSMUSG00000077780",0,0,1,1,1,0,0
"ENSMUSG00000088984",1,3,4,6,4,4,3
"ENSMUSG00000042446",971,707,1050,1433,1459,1325,1236
"ENSMUSG00000081609",0,0,0,0,0,0,0
"ENSMUSG00000028820",4032,2497,4056,5688,5499,5031,4911
"ENSMUSG00000085334",328,237,331,621,549,639,474
"ENSMUSG00000084088",20,16,23,22,30,21,20
"ENSMUSG00000043872",190,133,177,199,214,261,187
"ENSMUSG00000084149",2,3,1,2,4,2,1
"ENSMUSG00000042408",592,509,705,803,753,813,665
"ENSMUSG00000088982",1,0,1,0,0,1,0
"ENSMUSG00000070737",351,318,436,464,470,482,297
"ENSMUSG00000082220",0,1,0,1,0,0,0
"ENSMUSG00000042388",3,1,2,8,9,6,6
"ENSMUSG00000042380",837,752,1023,792,895,760,575
"ENSMUSG00000087987",0,0,0,0,0,0,0
"ENSMUSG00000082047",0,0,0,0,0,0,0
"ENSMUSG00000050234",165,143,194,147,148,206,136
"ENSMUSG00000042367",11,0,3,51,40,58,28
"ENSMUSG00000046623",7,1,13,71,42,105,48
"ENSMUSG00000042357",5,1,6,63,37,76,17
"ENSMUSG00000079998",0,0,0,0,0,0,0
"ENSMUSG00000086138",0,0,0,0,0,0,0
"ENSMUSG00000086771",0,0,0,0,0,0,0
"ENSMUSG00000087470",0,0,0,0,0,0,0
"ENSMUSG00000087510",0,0,0,0,0,0,0
"ENSMUSG00000028813",0,0,0,0,0,0,0
"ENSMUSG00000028804",2,0,1,4,4,4,0
"ENSMUSG00000087459",0,0,0,0,0,0,0
"ENSMUSG00000048686",0,0,0,0,0,0,0
"ENSMUSG00000085717",0,0,0,0,0,0,0
"ENSMUSG00000061894",160,137,200,278,290,278,189
"ENSMUSG00000062545",532,275,540,113,215,193,184
"ENSMUSG00000084891",0,0,1,1,0,2,0
"ENSMUSG00000028796",1748,1511,2055,3098,3289,3434,2332
"ENSMUSG00000028794",10,7,16,20,12,9,6
"ENSMUSG00000028799",737,560,911,1413,1533,1373,994
"ENSMUSG00000085701",0,0,0,0,0,0,0
"ENSMUSG00000084011",1,3,2,2,1,1,2
"ENSMUSG00000041000",163,152,224,339,317,373,210
"ENSMUSG00000028789",208,212,239,340,405,401,269
"ENSMUSG00000085961",0,0,2,1,5,1,3
"ENSMUSG00000028792",4068,3208,4277,2760,3504,2704,2458
"ENSMUSG00000085085",14,9,17,20,18,12,4
"ENSMUSG00000028793",566,476,702,1172,1208,1130,1119
"ENSMUSG00000028786",83,35,36,53,51,73,33
"ENSMUSG00000028785",0,4,10,8,23,11,13
"ENSMUSG00000087416",0,0,0,0,0,0,0
"ENSMUSG00000001334",84,68,66,76,86,106,75
"ENSMUSG00000040928",1017,736,1127,1361,1418,1382,1110
"ENSMUSG00000028811",910,798,1085,989,1051,906,862
"ENSMUSG00000050390",3174,2085,3522,3269,3892,3001,3209
"ENSMUSG00000087575",3,3,1,1,1,2,1
"ENSMUSG00000093163",0,0,0,0,0,0,0
"ENSMUSG00000001333",6,9,11,72,64,65,28
"ENSMUSG00000057236",2807,2151,2968,3116,3220,2906,2559
"ENSMUSG00000096944",3,2,7,13,7,10,1
"ENSMUSG00000057572",732,636,733,544,628,574,427
"ENSMUSG00000028807",89,77,112,271,207,296,193
"ENSMUSG00000082468",0,0,0,0,0,1,0
"ENSMUSG00000048485",56,57,94,68,106,95,59
"ENSMUSG00000064613",0,0,0,0,0,0,0
"ENSMUSG00000040859",2266,2052,2554,2410,3160,2444,2171
"ENSMUSG00000000411",1,3,5,4,1,6,0
"ENSMUSG00000078554",3,7,9,6,8,3,5
"ENSMUSG00000086336",1,0,3,0,0,0,0
"ENSMUSG00000047945",361,416,639,4145,3167,4432,2739
"ENSMUSG00000028800",685,607,833,1198,1240,1249,980
"ENSMUSG00000000409",23,30,61,239,451,333,277
"ENSMUSG00000099070",0,0,0,0,0,0,0
"ENSMUSG00000050493",238,199,302,288,449,471,423
"ENSMUSG00000028798",2532,2302,3005,2769,2915,2833,2208
"ENSMUSG00000028797",2335,2230,2764,2883,2962,2884,2359
"ENSMUSG00000078552",33,17,34,30,40,31,36
"ENSMUSG00000040795",458,421,573,473,471,425,369
"ENSMUSG00000028795",169,177,194,235,292,298,190
"ENSMUSG00000053841",1671,1278,1936,2300,2322,2360,1883
"ENSMUSG00000003731",3357,2709,3772,2518,2919,2497,2332
"ENSMUSG00000053730",262,226,275,298,318,359,250
"ENSMUSG00000098422",2,4,3,0,2,2,0
"ENSMUSG00000028790",1504,1204,1677,2513,2383,2390,1941
"ENSMUSG00000080944",0,0,0,0,0,0,0
"ENSMUSG00000099322",0,0,0,0,0,0,0
"ENSMUSG00000028788",3145,2880,3821,6260,6016,6385,5227
"ENSMUSG00000073753",3,4,10,2,5,8,6
"ENSMUSG00000065768",0,0,0,1,0,0,0
"ENSMUSG00000070729",47,23,59,78,99,58,50
"ENSMUSG00000086369",0,0,0,1,0,0,0
"ENSMUSG00000028784",0,0,2,0,1,3,0
"ENSMUSG00000085389",1,0,0,0,0,0,1
"ENSMUSG00000028782",23,17,32,136,130,144,80
"ENSMUSG00000085517",10,34,28,74,52,125,56
"ENSMUSG00000040690",386,458,750,2820,2144,2855,1602
